id_recorrido,duracion_recorrido,fecha_origen_recorrido,id_estacion_origen,nombre_estacion_origen,direccion_estacion_origen,long_estacion_origen,lat_estacion_origen,fecha_destino_recorrido,id_estacion_destino,nombre_estacion_destino,direccion_estacion_destino,long_estacion_destino,lat_estacion_destino,id_usuario,modelo_bicicleta
7738104BAEcobici,1526,2020-05-18 20:49:05 UTC,75BAEcobici,075 - Plaza Primero de Mayo,238 Pichincha,-58.3989871,-34.6122976,2020-05-18 21:14:31 UTC,73BAEcobici,073 - Ruy Díaz de Guzmán,Avenida Martin Garcia y Ruy Díaz de Guzmán,-58.3718235,-34.6306814,141524BAEcobici,ICONIC
7738105BAEcobici,690,2020-05-18 20:51:27 UTC,242BAEcobici,103 - MALBA,3051 San Martin De Tours,-58.403214,-34.57716,2020-05-18 21:02:57 UTC,216BAEcobici,059 - Coronel Diaz,Guemes 3330 & Coronel Diaz,-58.411493,-34.589968,313884BAEcobici,ICONIC
7738123BAEcobici,1111,2020-05-18 21:12:49 UTC,190BAEcobici,190 - JUNCAL,"Juncal & Salguero, Jeronimo",-58.4111136,-34.5850763,2020-05-18 21:31:20 UTC,189BAEcobici,189 - POSADAS,1350 Posadas,-58.3852113,-34.5886889,666150BAEcobici,ICONIC
7738187BAEcobici,996,2020-05-18 22:29:40 UTC,189BAEcobici,189 - POSADAS,1350 Posadas,-58.3852113,-34.5886889,2020-05-18 22:46:16 UTC,190BAEcobici,190 - JUNCAL,"Juncal & Salguero, Jeronimo",-58.4111136,-34.5850763,666150BAEcobici,ICONIC
7738176BAEcobici,809,2020-05-18 22:16:28 UTC,33BAEcobici,033 - Facultad de Medicina,Pres. José Evaristo Uriburu 987,-58.3989807,-34.5970909,2020-05-18 22:29:57 UTC,207BAEcobici,123 - BASUALDO Y RODO,Basualdo 1218,-58.4926339870569,-34.649323859081555,5310BAEcobici,ICONIC
7737122BAEcobici,741,2020-05-18 13:50:00 UTC,358BAEcobici,249 - Balbín,2519 Conesa,-58.465586,-34.561486,2020-05-18 14:02:21 UTC,268BAEcobici,399 - GARCIA DEL RIO,GARCIA DEL RIO & PINTO,-58.476521,-34.550015,534787BAEcobici,ICONIC
7736366BAEcobici,1639,2020-05-18 07:21:31 UTC,359BAEcobici,250 - Fleni,2292 Montañeses,-58.450479,-34.555602,2020-05-18 07:48:50 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,653092BAEcobici,ICONIC
7737704BAEcobici,1588,2020-05-18 17:26:00 UTC,50BAEcobici,050 - Hospital Rivadavia,2516 Pereyra Lucena,-58.4010798,-34.5837348,2020-05-18 17:52:28 UTC,289BAEcobici,255 - BARRANCAS DE BELGRANO,"Sucre, Antonio Jose De, Mcal. Y Vertiz Virrey Av.",-58.448314,-34.559801,653092BAEcobici,ICONIC
7736511BAEcobici,1596,2020-05-18 08:36:52 UTC,13BAEcobici,013 - ONCE,Av. Pueyrredon & Av. Rivadavia,-58.406,-34.61009,2020-05-18 09:03:28 UTC,59BAEcobici,018 - Independencia,Idependencia y Bernardo de Irigoyen,-58.380565,-34.617654,650290BAEcobici,ICONIC
7738086BAEcobici,1488,2020-05-18 20:30:21 UTC,190BAEcobici,190 - JUNCAL,"Juncal & Salguero, Jeronimo",-58.4111136,-34.5850763,2020-05-18 20:55:09 UTC,426BAEcobici,396 - PLAZA ALBERTI,Arcos & Roosevelt Franklin D.,-58.458538,-34.555081,186509BAEcobici,ICONIC
7736370BAEcobici,2216,2020-05-18 07:24:32 UTC,59BAEcobici,018 - Independencia,Idependencia y Bernardo de Irigoyen,-58.380565,-34.617654,2020-05-18 08:01:28 UTC,328BAEcobici,043 - Plaza Houssay,"Cordoba Av. & Uriburu Jose E., Pres.",-58.397354,-34.598549,529599BAEcobici,ICONIC
7736810BAEcobici,553,2020-05-18 11:23:03 UTC,359BAEcobici,250 - Fleni,2292 Montañeses,-58.450479,-34.555602,2020-05-18 11:32:16 UTC,435BAEcobici,227 -Club Ciudad de Buenos Aires,Miguel Sanchez y Av Libertadores,-58.459499,-34.544503,384114BAEcobici,ICONIC
7737434BAEcobici,672,2020-05-18 15:50:06 UTC,271BAEcobici,365 - Venancio Flores,"Argerich & Flores, Venancio, Gral.",-58.473844,-34.630108,2020-05-18 16:01:18 UTC,449BAEcobici,352 - San Jose de Flores,Avenida Rivadavia y Fray Cayetano,-58.463251,-34.629083,213664BAEcobici,ICONIC
7737796BAEcobici,72,2020-05-18 17:59:09 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,2020-05-18 18:00:21 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,286318BAEcobici,ICONIC
7737848BAEcobici,771,2020-05-18 18:15:31 UTC,323BAEcobici,240 - ECHEVERRIA,1981 Vidal,-58.459298,-34.565409,2020-05-18 18:28:22 UTC,248BAEcobici,346 - Plaza Zapiola,2001 Donado,-58.474635,-34.573522,286318BAEcobici,ICONIC
7737557BAEcobici,953,2020-05-18 16:29:54 UTC,248BAEcobici,346 - Plaza Zapiola,2001 Donado,-58.474635,-34.573522,2020-05-18 16:45:47 UTC,275BAEcobici,256 - PLAZA NORUEGA,Amenabar y Mendoza,-58.459148,-34.562396,286318BAEcobici,ICONIC
7737263BAEcobici,2697,2020-05-18 14:46:46 UTC,128BAEcobici,128 - PARQUE DEL BAJO,"Madero, Eduardo Av. & Peron, Juan Domingo, Tte. General",-58.3689118,-34.6041138,2020-05-18 15:31:43 UTC,199BAEcobici,199 - ESTADOS UNIDOS Y BOEDO,3568 Estados Unidos & Boedo Av.,-58.4160137,-34.6222601,662186BAEcobici,ICONIC
7738055BAEcobici,954,2020-05-18 20:06:31 UTC,392BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,Tronador y Garcia del Rio,-58.485381,-34.554581,2020-05-18 20:22:25 UTC,323BAEcobici,240 - ECHEVERRIA,1981 Vidal,-58.459298,-34.565409,2059BAEcobici,ICONIC
